


央视频道,#genre#
CCTV6,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv6HD/__op/default/__f//index.m3u8
CCTV6,http://live.cooltv.top/tv/aishang.php?id=cctv6
CCTV6,http://125.210.152.19:9120/live/hzgq-cctv6gq-h264.m3u8
CCTV6,http://175.10.37.200:9901/tsfile/live/0006_1.m3u8
CCTV6,http://218.29.55.44:808/hls/6/index.m3u8
CCTV7,https://live.v1.mk/api/bestv.php?id=cctv7hd8m/8000000
CCTV7,https://live.v1.mk/api/ghyx.php?id=CCTV7HD_6000
CCTV7,http://live.cooltv.top/tv/aishang.php?id=cctv7hd
CCTV7,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv7HD/__op/default/__f//index.m3u8
CCTV7,http://live.cooltv.top/tv/aishang.php?id=cctv7
CCTV7,http://125.210.152.19:9120/live/hzgq-cctv7gq-h264.m3u8
CCTV7,http://175.10.37.200:9901/tsfile/live/0007_1.m3u8
CCTV7,http://218.29.55.44:808/hls/7/index.m3u8
CCTV8,https://live.v1.mk/api/bestv.php?id=cctv8hd8m/8000000
CCTV8,https://live.v1.mk/api/ghyx.php?id=CCTV8HD_6000
CCTV8,http://live.cooltv.top/tv/aishang.php?id=cctv8hd
CCTV8,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv8HD/__op/default/__f//index.m3u8
CCTV8,http://live.cooltv.top/tv/aishang.php?id=cctv8
CCTV8,http://125.210.152.19:9120/live/hzgq-cctv8gq-h264.m3u8
CCTV8,http://175.10.37.200:9901/tsfile/live/0008_1.m3u8
CCTV8,http://218.29.55.44:808/hls/8/index.m3u8
CCTV9,https://live.v1.mk/api/bestv.php?id=cctv9hd8m/8000000
CCTV9,https://live.v1.mk/api/ghyx.php?id=CCTV9HD_6000
CCTV9,http://live.cooltv.top/tv/aishang.php?id=cctv9hd
CCTV9,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv9HD/__op/default/__f//index.m3u8
CCTV9,http://live.cooltv.top/tv/aishang.php?id=cctv9
CCTV9,http://125.210.152.19:9120/live/hzgq-cctvjlgq-h264.m3u8
CCTV9,http://218.29.55.44:808/hls/9/index.m3u8
CCTV10,https://live.v1.mk/api/bestv.php?id=cctv10hd8m/8000000
CCTV10,https://live.v1.mk/api/ghyx.php?id=CCTV10HD_6000
CCTV10,http://live.cooltv.top/tv/aishang.php?id=cctv10hd
CCTV10,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv10HD/__op/default/__f//index.m3u8
CCTV10,http://live.cooltv.top/tv/aishang.php?id=cctv10
CCTV10,http://125.210.152.19:9120/live/hzgq-cctv10gq-h264.m3u8
CCTV10,http://218.29.55.44:808/hls/10/index.m3u8
CCTV11,https://live.v1.mk/api/bestv.php?id=cctv11hd8m/8000000
CCTV11,https://live.v1.mk/api/ghyx.php?id=CCTV11HD_2000
CCTV11,http://live.cooltv.top/tv/aishang.php?id=cctv11hd
CCTV11,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv11HD/__op/default/__f//index.m3u8
CCTV11,http://live.cooltv.top/tv/aishang.php?id=cctv11
CCTV11,http://125.210.152.19:9120/live/hzgq-cctv11gq-h264.m3u8
CCTV11,http://175.10.37.200:9901/tsfile/live/0011_1.m3u8
CCTV11,http://218.29.55.44:808/hls/11/index.m3u8
CCTV12,https://live.v1.mk/api/bestv.php?id=cctv12hd8m/8000000
CCTV12,https://live.v1.mk/api/ghyx.php?id=CCTV12HD_6000
CCTV12,http://live.cooltv.top/tv/aishang.php?id=cctv12hd
CCTV12,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv12HD/__op/default/__f//index.m3u8
CCTV12,http://live.cooltv.top/tv/aishang.php?id=cctv12
CCTV12,http://125.210.152.19:9120/live/hzgq-cctv12gq-h264.m3u8
CCTV12,http://175.10.37.200:9901/tsfile/live/0012_1.m3u8
CCTV12,http://218.29.55.44:808/hls/12/index.m3u8
CCTV13,https://live.v1.mk/api/bestv.php?id=cctv13xwhd8m/8000000
CCTV13,https://live.v1.mk/api/ghyx.php?id=CCTV13HD_2000
CCTV13,http://live.cooltv.top/tv/aishang.php?id=cctv13hd
CCTV13,http://baidu.live.cqccn.com/__cl/cg:live/__c/CCTVNewsHD/__op/default/__f//index.m3u8
CCTV13,http://live.cooltv.top/tv/aishang.php?id=cctv13
CCTV13,http://125.210.152.19:9120/live/hzgq-cctvnewsgq-h264.m3u8
CCTV13,http://218.29.55.44:808/hls/13/index.m3u8
CCTV14,https://live.v1.mk/api/bestv.php?id=cctvsehd8m/8000000
CCTV14,https://live.v1.mk/api/ghyx.php?id=CCTV14HD_6000
CCTV14,http://live.cooltv.top/tv/aishang.php?id=cctv14hd
CCTV14,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctvseHD/__op/default/__f//index.m3u8
CCTV14,http://live.cooltv.top/tv/aishang.php?id=cctv14
CCTV14,http://125.210.152.19:9120/live/hzgq-cctvsegq-h264.m3u8
CCTV14,http://175.10.37.200:9901/tsfile/live/0014_1.m3u8
CCTV14,http://218.29.55.44:808/hls/14/index.m3u8
CCTV15,https://live.v1.mk/api/bestv.php?id=cctv15hd8m/8000000
CCTV15,https://live.v1.mk/api/ghyx.php?id=CCTV15HD_6000
CCTV15,http://live.cooltv.top/tv/aishang.php?id=cctv15hd
CCTV15,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv15HD/__op/default/__f//index.m3u8
CCTV15,http://live.cooltv.top/tv/aishang.php?id=cctv15
CCTV15,http://125.210.152.19:9120/live/hzgq-cctvmusicgq-h264.m3u8
CCTV15,http://175.10.37.200:9901/tsfile/live/0015_1.m3u8
CCTV16,https://live.v1.mk/api/bestv.php?id=cctv16hd8m/8000000
CCTV16,https://live.v1.mk/api/ghyx.php?id=CCTV16HD_6000
CCTV16,http://live.cooltv.top/tv/aishang.php?id=cctv16hd
CCTV16,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv16HD/__op/default/__f//index.m3u8
CCTV16,http://125.210.152.19:9120/live/hzgq-cctv16gq-h264.m3u8
CCTV16,http://39.135.138.60:18890/TVOD/88888910/224/3221226230/index.m3u8
CCTV16,http://39.134.116.30:8080/PLTV/88888888/224/3221226230/index.m3u8
CCTV17,https://live.v1.mk/api/bestv.php?id=cctv17hd8m/8000000
CCTV17,https://live.v1.mk/api/ghyx.php?id=CCTV17HD_6000
CCTV17,http://live.cooltv.top/tv/aishang.php?id=cctv17hd
CCTV17,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv17HD/__op/default/__f//index.m3u8
CCTV17,http://live.cooltv.top/tv/aishang.php?id=cctv17
CCTV17,http://125.210.152.19:9120/live/hzgq-cctv17gq-h264.m3u8
CCTV17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV17,http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8
CETV-1,http://txycetvbl.centv.cn/cetv1/ypd.m3u8
CETV-2,http://txycetvbl.centv.cn/cetv2/2020tsytk.m3u8
CETV-3,http://txycetvbl.centv.cn/cetv3/bjdm.m3u8
CETV-4,http://txycetvbl.centv.cn/cetv4/zjpd.m3u8
CCTV-移动传媒,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8
清华大学电视台,http://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8

卫视频道,#genre#
江苏卫视,https://live.v1.mk/api/bestv.php?id=jswshd8m/8000000
江苏卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.126:5146
广西卫视,https://live.v1.mk/api/bestv.php?id=gxwshd8m/8000000
广西卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.139:5146
四川卫视,https://live.v1.mk/api/bestv.php?id=scwshd/8000000
四川卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.159:5146
湖南卫视,https://live.v1.mk/api/bestv.php?id=hunanwshd8m/8000000
湖南卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.88:5146
浙江卫视,https://live.v1.mk/api/bestv.php?id=zjwshd8m/8000000
浙江卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.89:5146
东方卫视,https://live.v1.mk/api/bestv.php?id=dfwshd8m/8000000
东方卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.98:5146
北京卫视,https://live.v1.mk/api/bestv.php?id=bjwshd8m/8000000
北京卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.91:5146
天津卫视,https://live.v1.mk/api/bestv.php?id=tjwshd8m/8000000
天津卫视,https://live.v1.mk/api/ghyx.php?id=TianJinHD_6000
天津卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.97:5146
辽宁卫视,https://live.v1.mk/api/bestv.php?id=lnwshd8m/8000000
辽宁卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.123:5146
安徽卫视,https://live.v1.mk/api/bestv.php?id=ahwshd8m/8000000
安徽卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.183:5146
黑龙江卫视,https://live.v1.mk/api/bestv.php?id=hljwshd8m/8000000
黑龙江卫视,https://live.v1.mk/api/ghyx.php?id=HeiLongJiangHD_6000
黑龙江卫视,http://ct.whosayssowhat.top:4022/udp/239.77.1.179:5146
广东卫视,https://live.v1.mk/api/bestv.php?id=gdwshd8m/8000000
深圳卫视,https://live.v1.mk/api/bestv.php?id=szwshd8m/8000000
河北卫视,https://live.v1.mk/api/ghyx.php?id=HeBeiHD_6000
河北卫视,https://live.v1.mk/api/bestv.php?id=hbwshd8m/8000000
河北卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.148:5146
江西卫视,https://live.v1.mk/api/ghyx.php?id=JiangXiHD_6000
江西卫视,https://live.v1.mk/api/bestv.php?id=jxws8m/8000000
江西卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.149:5146
重庆卫视,https://live.v1.mk/api/ghyx.php?id=ChongQingHD_6000
重庆卫视,https://live.v1.mk/api/bestv.php?id=cqws8m/8000000
重庆卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.182:5146
吉林卫视,https://live.v1.mk/api/ghyx.php?id=JiLinWeiShiHD_6000
吉林卫视,https://live.v1.mk/api/bestv.php?id=jlwshd8m/8000000
吉林卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.150:5146
海南卫视,https://live.v1.mk/api/ghyx.php?id=LvYouWeiShiHD_6000
海南卫视,https://live.v1.mk/api/bestv.php?id=hainanwshd8m/8000000
海南卫视,http://ct.whosayssowhat.top:4022/udp/239.253.43.35:5146
澳亚卫视,http://107.151.203.111:2209/135/hk.php?id=aoya
西藏卫视,https://tv.vtibet.cn/live/EfgSmE4jCTBtvchannel3.m3u8
影视文化,https://tv.vtibet.cn/live/FYeIdVzzCTBtvchannel2.m3u8
湖北卫视,https://live.v1.mk/api/bestv.php?id=hubeiws8m/8000000
湖北卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.95:5146
山东卫视,https://live.v1.mk/api/bestv.php?id=sdws8m/8000000
山东卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.94:5146
河南卫视,https://live.v1.mk/api/bestv.php?id=hnwshd8m/8000000
河南卫视,http://ct.whosayssowhat.top:4022/udp/239.77.1.229:5146
甘肃卫视,https://live.v1.mk/api/bestv.php?id=gswshd8m/8000000
甘肃卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.189:5146
东南卫视,https://live.v1.mk/api/bestv.php?id=dnwshd8m/8000000
东南卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.146:5146
云南卫视,https://live.v1.mk/api/bestv.php?id=ynwshd8m/8000000
云南卫视,http://ct.whosayssowhat.top:4022/udp/239.253.43.37:5146
贵州卫视,https://live.v1.mk/api/bestv.php?id=gzwshd8m/8000000
贵州卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.230:5146
欢笑剧场,https://live.v1.mk/api/bestv.php?id=hxjc8m/8000000
金鹰纪实 8M,https://live.v1.mk/api/bestv.php?id=jyjs8m/8000000
戏曲精选 8M,https://live.v1.mk/api/bestv.php?id=xqjx8m/8000000
上海纪实 8M,https://live.v1.mk/api/bestv.php?id=jspdhd/4000000
东方影视 8M,https://live.v1.mk/api/bestv.php?id=dfyshd8m/8000000
星空卫视台,http://159.75.85.63:8765/telegram@feiyangdigital-xingkong.m3u8


🐇少儿频道,#genre#
 
 CCTV14,http://111.40.196.30/PLTV/88888888/224/3221225573/index.m3u8
 CCTV14,http://39.135.138.58:18890/PLTV/88888888/224/3221225639/index.m3u8
 CCTV14,http://39.134.67.110/PLTV/88888888/224/3221225674/index.m3u8
 CCTV14,http://222.175.159.226:808/hls/15/index.m3u8
 金鹰卡通,http://111.59.189.40:8445/tsfile/live/1016_1.m3u8
 金鹰卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8
 金鹰卡通,http://222.175.159.226:808/hls/72/index.m3u8
 金鹰卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8
 卡酷少儿,,http://111.13.42.230/PLTV/88888888/224/3221226418/1.m3u8
 卡酷少儿,http://39.135.138.60:18890/PLTV/88888888/224/3221225677/index.m3u8
 卡酷少儿,http://111.59.189.40:8445/tsfile/live/1015_1.m3u8
 卡酷少儿,http://111.40.196.25/PLTV/88888888/224/3221225580/index.m3u8
 卡酷少儿,http://222.175.159.226:808/hls/73/index.m3u8?
 优漫卡通,http://111.13.42.230/PLTV/88888888/224/3221226420/1.m3u8
 优漫卡通,http://222.175.159.226:808/hls/74/index.m3u8
 优漫卡通,http://111.40.196.29/PLTV/88888888/224/3221225586/index.m3u8
 哈哈炫动,http://183.207.255.188/live/program/live/hhxdhd/4000000/mnf.m3u8
 哈哈炫动,http://111.40.196.32/PLTV/88888888/224/3221225534/index.m3u8
 哈哈炫动,http://222.175.159.226:808/hls/75/index.m3u8
 哈哈炫动,http://39.135.138.59:18890/PLTV/88888910/224/3221225720/index.m3u8
 哈哈炫动,http://111.40.196.30/PLTV/88888888/224/3221225609/index.m3u8
 嘉佳卡通,http://1b6467f415.iok.la:113/tsfile/live/1042_1.m3u8
 嘉佳卡通,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226193/index.m3u8
 嘉佳卡通,http://111.40.196.25/PLTV/88888888/224/3221225647/index.m3u8
 嘉佳卡通,http://39.135.138.58:18890/PLTV/88888888/224/3221226193/index.m3u8
 嘉佳卡通,http://9.zhxinda.xyz/gdtv.php?pk=1187
 福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
 福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8?zfud
 南京少儿,http://live.nbs.cn/channels/njtv/sepd/500k.m3u8
 南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
 浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
 浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/360p.m3u8
 浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8
 浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
 浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
 河北少儿,http://live6.plus.hebtv.com/sekjx/hd/live.m3u8
 江西少儿,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225577/2/index.m3u8?fmt=ts2hls
 甘肃少儿,http://39.134.32.102:6610/270000001111/1110000327/index.m3u8?IASHttpSessionId=OTT
 河北少儿科教,http://live6.plus.hebtv.com/sekjx/hd/live.m3u8
 猫和老鼠,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c52_lb_83_600_t10/c52_lb_83_600_t10.m3u8?key=0b292c335e5837e94e2f0ba45f46717fa
 童年经典,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_211_600_t10/c57_lb_211_600_t10.m3u8?key=0f2a06793124310bce6ba95fc0ac76131
 玩具乐园,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_175_600_t10/c54_lb_175_600_t10.m3u8?key=051d9240247766709d65dde3fcd5cd7bb
 怀旧动画,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c53_lb_86_600_t10/c53_lb_86_600_t10.m3u8?key=0b292c335e5837e943a226d3c381f872a
 巧虎,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c55_lb_135_600_t10/c55_lb_135_600_t10.m3u8?key=0f2a06793124310bcefefdf4e48b17f9a
 宝宝课堂,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_225_600_t10/c57_lb_225_600_t10.m3u8?key=0b292c335e5837e94abaa8d3135e83ce3
 奥特曼,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_210_600_t10/c57_lb_210_600_t10.m3u8?key=0b292c335e5837e94abe4b846218bbc95
 喜羊羊,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c55_lb_91_1080P_t10/c55_lb_91_1080P_t10.m3u8?key=0b292c335e5837e943e554ef181bdcec1
 名贞探柯南,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_157_600_t10/c54_lb_157_600_t10.m3u8?key=0b292c335e5837e948e91dd5d11efa525
 动画小天地,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c55_lb_139_600_t10/c55_lb_139_600_t10.m3u8?key=0f2a06793124310bc475d77d809f3ab51
 兔小贝尔歌,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_136_600_t10/c54_lb_136_600_t10.m3u8?key=0b292c335e5837e94ae056154862a578b
 儿童乐园,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_215_600_t10/c57_lb_215_600_t10.m3u8?key=0b292c335e5837e943410c2bfa7a7387e
 儿歌大全,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_242_600_t10/c57_lb_242_600_t10.m3u8?key=0f2a06793124310bc8499ebf63370c51a
 倒霉熊,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_140_600_t10/c54_lb_140_600_t10.m3u8?key=0f2a06793124310bccc587b5da61b57da
 亲子小游戏,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c56_lb_178_600_t10/c56_lb_178_600_t10.m3u8?key=0b292c335e5837e94ffc1113a2140b54
 亲子启蒙,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_213_600_t10/c57_lb_213_600_t10.m3u8?key=0f2a06793124310bc21adebc9f02a9735
 熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8
 
 ⚛️4K测试,#genre#
 欢笑剧场4k,http://111.20.33.93/PLTV/88888893/224/3221226582/index.m3u8
 欢笑剧场4k,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226582/index.m3u8
 苏州4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
 纯享4K,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8
 电影4K,http://111.20.33.70/PLTV/88888893/224/3221226352/index.m3u8
 影院4k,http://epg.112114.xyz/douyu/9249162
 爱上4k,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226352/1.m3u8
 爱自然,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
 
 ⚛️广东,#genre#
 
 广东卫视,http://222.175.159.226:808/hls/52/index.m3u8
 深圳卫视,http://222.175.159.226:808/hls/49/index.m3u8
 南方卫视,http://gxfrg007.8800.org:8282/tsfile/live/1080_1.m3u8
 南方卫视,http://111.20.33.70/PLTV/88888893/224/3221226218/index.m3u8
 南方卫视,http://9.zhxinda.xyz/gdtv.php?pk=1197
 广东珠江,http://9.zhxinda.xyz/gdtv.php?pk=1183
 广东体育,http://fxhack.f3322.org:8000/udp/239.77.0.112:5146
 广东体育,http://fxhack.f3322.org:8000/udp/239.77.0.168:5146
 广东体育,http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel34/2300.m3u8
 广东经济科教,http://9.zhxinda.xyz/gdtv.php?pk=1196
 广东经济科教,http://fxhack.f3322.org:8000/udp/239.77.0.167:5146
 广东经济科教,http://fxhack.f3322.org:8000/udp/239.77.0.85:5146
 广东综艺,http://9.zhxinda.xyz/gdtv.php?pk=1198
 广东少儿,http://9.zhxinda.xyz/gdtv.php?pk=1200
 广东新闻,http://9.zhxinda.xyz/gdtv.php?pk=1186
 广东影视,http://gxfrg007.8800.org:8282/tsfile/live/1052_1.m3u8
 广东影视,http://9.zhxinda.xyz/gdtv.php?pk=1199
 广东公共,http://9.zhxinda.xyz/gdtv.php?pk=1185
 广东公共,http://120.236.17.34:808/hls/251/index.m3u8
 广东国际,http://9.zhxinda.xyz/gdtv.php?pk=1191
 广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8
 广州南国都市,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzngds
 广州南国都市,http://9.zhxinda.xyz/gz.php?id=shenghuo
 广州综合,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzzh
 广州综合,http://9.zhxinda.xyz/gz.php?id=zhonghe
 广州法治,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzfz
 广州新闻,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzxw
 广州新闻,http://9.zhxinda.xyz/gz.php?id=xinwen
 广州影视,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzys
 广州影视,http://9.zhxinda.xyz/gz.php?id=yingshi
 增城综合,http://202.168.164.38:8083/videos/live/19/27/QEQXMtU5AUpwo/QEQXMtU5AUpwo.M3U8
 番禺综合,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
 深圳国际,http://gxfrg007.8800.org:8282/tsfile/live/1077_1.m3u8
 深圳电视剧,http://218.17.216.102:9901/tsfile/live/1057_1.m3u8
 深圳东部,https://lglivepull.sznews.com/live/2646.m3u8
 深圳龙岗,https://lglivepull.sznews.com/live/2647.m3u8
 深圳众创,https://lglivepull.sznews.com/live/2645.m3u8
 深圳蛇口,http://218.17.99.211:82/hls/d4encs75.m3u8
 生活HD,http://hls-ott-zhibo.wasu.tv/live/452/index.m3u8
 佛山综合,http://121.12.115.112/xmplay.fstv.com.cn/live/xingmu20211111163434G0Bw.m3u8
 佛山综合,http://121.12.115.118/xmplay.fstv.com.cn/live/xingmu20211111163434G0Bw.m3u8
 佛山影视,http://121.12.115.112/xmplay.fstv.com.cn/live/xingmu20211111163523oBdp.m3u8
 佛山影视,http://121.12.115.118/xmplay.fstv.com.cn/live/xingmu20211111163523oBdp.m3u8
 佛山顺德,http://121.12.115.112/xmplay.fstv.com.cn/live/xingmu20211111163633BJEU.m3u8
 佛山顺德,http://121.12.115.118/xmplay.fstv.com.cn/live/xingmu20211111163633BJEU.m3u8
 佛山南海,http://121.12.115.112/xmplay.fstv.com.cn/live/xingmu202111111635455Do3.m3u8
 佛山南海,http://121.12.115.118/xmplay.fstv.com.cn/live/xingmu202111111635455Do3.m3u8
 佛山高明,http://121.12.115.112/xmplay.fstv.com.cn/live/xingmu202111111637516YDa.m3u8
 佛山高明,http://121.12.115.118/xmplay.fstv.com.cn/live/xingmu202111111637516YDa.m3u8
 佛山三水,http://121.12.115.112/xmplay.fstv.com.cn/live/xingmu20211111163722fIkX.m3u8
 佛山三水,http://121.12.115.118/xmplay.fstv.com.cn/live/xingmu20211111163722fIkX.m3u8
 东莞综合,http://wtv.weetai.cn/iptv/2022/tyzb32.php?id=4
 东莞生活,http://wtv.weetai.cn/iptv/2022/tyzb32.php?id=5
 惠州综合,http://ye23.vip/z7z8/2021/0752.php?id=1
 珠海综合,http://120.196.218.201:808/hls/67/index.m3u8
 珠海公共,http://120.196.218.201:808/hls/66/index.m3u8
 梅州综合,http://p2.vzan.com:80/1454886638/403126774572750088/live.m3u8
 梅州二套,http://p2.vzan.com:80/1454886638/645350022315428296/live.m3u8
